bin_mid,site_code,norm_density,type,lat,lon,ecoregion
1.20710678118655,DE7,5027.16056586311,meio,-43.01334,147.33089,Bassian
1.20710678118655,EMR1,254.119253129339,meio,-29.45103,159.06227,Lord Howe and Norfolk Islands
1.20710678118655,EMR18,207.598851374729,meio,-29.92554,159.0511,Lord Howe and Norfolk Islands
1.20710678118655,EMR2,406.517191267019,meio,-29.45683,159.0622,Lord Howe and Norfolk Islands
1.20710678118655,EMR20,254.884196452032,meio,-29.93192,159.06155,Lord Howe and Norfolk Islands
1.20710678118655,EMR25,137.539356124908,meio,-29.91181,159.08131,Lord Howe and Norfolk Islands
1.20710678118655,EMR37,259.880969628995,meio,-29.48267,159.06495,Lord Howe and Norfolk Islands
1.20710678118655,EMR42,117.676885369812,meio,-29.94249,159.0847,Lord Howe and Norfolk Islands
1.20710678118655,EMR5,200.051392632484,meio,-29.44269,159.06088,Lord Howe and Norfolk Islands
1.20710678118655,EMR8,436.246732472363,meio,-29.44563,159.09369,Lord Howe and Norfolk Islands
1.20710678118655,GBR24,414.127346007785,meio,-19.81261,149.13292,Central and Southern Great Barrier Reef
1.20710678118655,GBR27,577.621034332508,meio,-19.79517,149.07878,Central and Southern Great Barrier Reef
1.20710678118655,GBR76,468.516230299029,meio,-19.80832,149.06582,Central and Southern Great Barrier Reef
1.20710678118655,JBMP25,505.04679146785,meio,-35.06756,150.68239,Cape Howe
1.20710678118655,JBMP6,493.189929602849,meio,-35.13676,150.76428,Cape Howe
1.20710678118655,KG-S13,698.023627287522,meio,-39.44477844,147.3012238,Cape Howe
1.20710678118655,KG-S15,356.986655136292,meio,-39.49295044,147.3421478,Cape Howe
1.20710678118655,KG-S4,506.933454225018,meio,-39.46456909,147.2946625,Cape Howe
1.20710678118655,NIN-S1,2779.05627266318,meio,-43.27292,147.14343,Bassian
1.20710678118655,NIN-S2,2261.9631905694,meio,-43.29383,147.14182,Bassian
1.20710678118655,NSW47,326.900986204497,meio,-37.10968,149.92238,Cape Howe
1.20710678118655,NSW5,649.336005705596,meio,-37.10036,149.9285,Cape Howe
1.20710678118655,PS13,210.738883070599,meio,-32.71802,152.14133,Manning-Hawkesbury
1.20710678118655,PS17,404.112709360606,meio,-32.714463,152.15183,Manning-Hawkesbury
1.20710678118655,QLD43,199.725174849498,meio,-14.69473,145.45921,Torres Strait Northern Great Barrier Reef
1.20710678118655,QLD44,150.799092812187,meio,-14.68942,145.46617,Torres Strait Northern Great Barrier Reef
1.20710678118655,QLD48,191.122246196983,meio,-14.68689,145.44195,Torres Strait Northern Great Barrier Reef
1.20710678118655,QLD51,202.994219311109,meio,-14.65706,145.45076,Torres Strait Northern Great Barrier Reef
